test_id,parameter,value,execution_time,rows,throughput,sample_fraction
20250505_173229,cores,16,28.49527144432068,10305349,361651.19606375723,0.2
20250505_173229,memory,16g,21.249088048934937,10305349,484978.41301554267,0.2
20250505_173229,parallelism,4,25.32433795928955,10305349,406934.58666388394,0.2
